      Date : 30.Aug.2019                                Time : 10:00:23 AM

                            Input Data : PV
                            Controller : ON/OFF Control
                            Set Point  : 15.00
                            Diff. Gap  : 10.00

     TIME (Sec)        PV (CM)     PV (Volts)      CP (in %)     Error(in%)     

          15.02          12.25           2.45           0.00          10.98
          15.15           0.00            0.0         100.00           60.0
          15.27           0.00            0.0         100.00           60.0
          15.39           0.00            0.0         100.00           60.0
          15.52           0.00            0.0         100.00           60.0
          15.64           0.00            0.0         100.00           60.0
          15.77           0.00            0.0         100.00           60.0
          15.89           0.00            0.0         100.00           60.0
          16.02           0.00            0.0         100.00           60.0
          16.14           0.00            0.0         100.00           60.0
          16.27           0.00            0.0         100.00           60.0
          16.39           0.00            0.0         100.00           60.0
          16.52           0.00            0.0         100.00           60.0
          16.64           0.00            0.0         100.00           60.0
          16.77           0.00            0.0         100.00           60.0
          16.89           0.00            0.0         100.00           60.0
          17.02           0.00            0.0         100.00           60.0
          17.14           0.00            0.0         100.00           60.0
          17.27           0.00            0.0         100.00           60.0
          17.39           0.00            0.0         100.00           60.0
          17.52           0.00            0.0         100.00           60.0
          17.64           0.00            0.0         100.00           60.0
          17.77           0.00            0.0         100.00           60.0
          17.89           0.00            0.0         100.00           60.0
          18.02           0.00            0.0         100.00           60.0
          18.14           0.00            0.0         100.00           60.0
          18.27           0.00            0.0         100.00           60.0
          18.39           0.00            0.0         100.00           60.0
          18.52           0.00            0.0         100.00           60.0
          18.64           0.00            0.0         100.00           60.0
          18.77           0.00            0.0         100.00           60.0
          18.89           0.00            0.0         100.00           60.0
          19.02           0.00            0.0         100.00           60.0
          19.14           0.00            0.0         100.00           60.0
          19.27           0.00            0.0         100.00           60.0
          19.39           0.00            0.0         100.00           60.0
          19.52           0.00            0.0         100.00           60.0
          19.64           0.00            0.0         100.00           60.0
          19.77           0.00            0.0         100.00           60.0
          19.89           0.00            0.0         100.00           60.0
          20.02           0.00            0.0         100.00           60.0
          20.14           0.00            0.0         100.00           60.0
          20.26           0.00            0.0         100.00           60.0
          20.39           0.00            0.0         100.00           60.0
          20.51           0.00            0.0         100.00           60.0
          20.64           0.00            0.0         100.00           60.0
          20.76           0.00            0.0         100.00           60.0
          20.89           0.00            0.0         100.00           60.0
          21.01           0.00            0.0         100.00           60.0
          21.14           0.00            0.0         100.00           60.0
          21.26           0.00            0.0         100.00           60.0
          21.39           0.00            0.0         100.00           60.0
          21.51           0.00            0.0         100.00           60.0
          21.64           0.00            0.0         100.00           60.0
          21.78           0.00            0.0         100.00           60.0
          21.92           0.00            0.0         100.00           60.0
          22.04           0.00            0.0         100.00           60.0
          22.18           0.00            0.0         100.00           60.0
          22.32           0.00            0.0         100.00           60.0
          22.45           0.00            0.0         100.00           60.0
          22.59           0.00            0.0         100.00           60.0
          22.71           0.00            0.0         100.00           60.0
          22.85           0.00            0.0         100.00           60.0
          22.99           0.00            0.0         100.00           60.0
          23.12           0.00            0.0         100.00           60.0
          23.24           0.00            0.0         100.00           60.0
          23.38           0.00            0.0         100.00           60.0
          23.51           0.00            0.0         100.00           60.0
          23.65           0.00            0.0         100.00           60.0
          23.79           0.00            0.0         100.00           60.0
          23.93           0.00            0.0         100.00           60.0
          24.05           0.00            0.0         100.00           60.0
          24.18           0.00            0.0         100.00           60.0
          24.32           0.00            0.0         100.00           60.0
          24.46           0.00            0.0         100.00           60.0
          24.60           0.00            0.0         100.00           60.0
          24.74           0.10           0.02         100.00          59.61
          24.88           0.20           0.04         100.00          59.22
          25.02           0.20           0.04         100.00          59.22
          25.16           0.29           0.06         100.00          58.82
          25.30           0.29           0.06         100.00          58.82
          25.43           0.39           0.08         100.00          58.43
          25.55           0.39           0.08         100.00          58.43
          25.68           0.49            0.1         100.00          58.04
          25.80           0.59           0.12         100.00          57.65
          25.93           0.59           0.12         100.00          57.65
          26.05           0.69           0.14         100.00          57.25
          26.18           0.78           0.16         100.00          56.86
          26.30           0.88           0.18         100.00          56.47
          26.43           0.98            0.2         100.00          56.08
          26.55           1.08           0.22         100.00          55.69
          26.68           1.08           0.22         100.00          55.69
          26.80           1.18           0.24         100.00          55.29
          26.93           1.18           0.24         100.00          55.29
          27.05           1.27           0.25         100.00           54.9
          27.18           1.37           0.27         100.00          54.51
          27.30           1.37           0.27         100.00          54.51
          27.43           1.37           0.27         100.00          54.51
          27.55           1.47           0.29         100.00          54.12
          27.67           1.57           0.31         100.00          53.73
          27.80           1.57           0.31         100.00          53.73
          27.92           1.67           0.33         100.00          53.33
          28.06           1.76           0.35         100.00          52.94
          28.19           1.76           0.35         100.00          52.94
          28.31           1.86           0.37         100.00          52.55
          28.44           1.96           0.39         100.00          52.16
          28.58           2.06           0.41         100.00          51.76
          28.72           2.16           0.43         100.00          51.37
          28.86           2.25           0.45         100.00          50.98
          28.98           2.25           0.45         100.00          50.98
          29.11           2.35           0.47         100.00          50.59
          29.23           2.35           0.47         100.00          50.59
          29.36           2.45           0.49         100.00           50.2
          29.48           2.45           0.49         100.00           50.2
          29.61           2.55           0.51         100.00           49.8
          29.73           2.55           0.51         100.00           49.8
          29.86           2.65           0.53         100.00          49.41
          30.00           2.65           0.53         100.00          49.41
          30.13           2.75           0.55         100.00          49.02
          30.25           2.75           0.55         100.00          49.02
          30.37           2.84           0.57         100.00          48.63
          30.50           2.94           0.59         100.00          48.24
          30.62           2.94           0.59         100.00          48.24
          30.75           3.04           0.61         100.00          47.84
          30.87           3.04           0.61         100.00          47.84
          31.00           3.14           0.63         100.00          47.45
          31.12           3.14           0.63         100.00          47.45
          31.25           3.24           0.65         100.00          47.06
          31.37           3.33           0.67         100.00          46.67
          31.50           3.33           0.67         100.00          46.67
          31.64           3.43           0.69         100.00          46.27
          31.78           3.53           0.71         100.00          45.88
          31.90           3.53           0.71         100.00          45.88
          32.04           3.63           0.73         100.00          45.49
          32.18           3.73           0.75         100.00           45.1
          32.31           3.82           0.76         100.00          44.71
          32.43           3.82           0.76         100.00          44.71
          32.57           3.92           0.78         100.00          44.31
          32.70           4.02            0.8         100.00          43.92
          32.84           4.02            0.8         100.00          43.92
          32.96           4.12           0.82         100.00          43.53
          33.10           4.22           0.84         100.00          43.14
          33.23           4.31           0.86         100.00          42.75
          33.35           4.31           0.86         100.00          42.75
          33.48           4.41           0.88         100.00          42.35
          33.60           4.41           0.88         100.00          42.35
          33.73           4.51            0.9         100.00          41.96
          33.85           4.61           0.92         100.00          41.57
          33.98           4.71           0.94         100.00          41.18
          34.10           4.71           0.94         100.00          41.18
          34.23           4.71           0.94         100.00          41.18
          34.35           4.80           0.96         100.00          40.78
          34.48           4.90           0.98         100.00          40.39
          34.60           5.00            1.0         100.00           40.0
          34.73           5.00            1.0         100.00           40.0
          34.85           5.10           1.02         100.00          39.61
          34.97           5.10           1.02         100.00          39.61
          35.10           5.20           1.04         100.00          39.22
          35.22           5.29           1.06         100.00          38.82
          35.35           5.29           1.06         100.00          38.82
          35.47           5.39           1.08         100.00          38.43
          35.60           5.39           1.08         100.00          38.43
          35.72           5.49            1.1         100.00          38.04
          35.85           5.59           1.12         100.00          37.65
          35.97           5.59           1.12         100.00          37.65
          36.10           5.69           1.14         100.00          37.25
          36.22           5.69           1.14         100.00          37.25
          36.35           5.78           1.16         100.00          36.86
          36.47           5.78           1.16         100.00          36.86
          36.60           5.88           1.18         100.00          36.47
          36.72           5.98            1.2         100.00          36.08
          36.85           5.98            1.2         100.00          36.08
          36.97           6.08           1.22         100.00          35.69
          37.10           6.08           1.22         100.00          35.69
          37.22           6.18           1.24         100.00          35.29
          37.36           6.27           1.25         100.00           34.9
          37.48           6.27           1.25         100.00           34.9
          37.61           6.37           1.27         100.00          34.51
          37.73           6.47           1.29         100.00          34.12
          37.86           6.47           1.29         100.00          34.12
          37.98           6.57           1.31         100.00          33.73
          38.13           6.57           1.31         100.00          33.73
          38.25           6.67           1.33         100.00          33.33
          38.38           6.76           1.35         100.00          32.94
          38.52           6.76           1.35         100.00          32.94
          38.64           6.86           1.37         100.00          32.55
          38.77           6.96           1.39         100.00          32.16
          38.89           6.96           1.39         100.00          32.16
          39.02           7.06           1.41         100.00          31.76
          39.14           7.06           1.41         100.00          31.76
          39.27           7.16           1.43         100.00          31.37
          39.41           7.25           1.45         100.00          30.98
          39.55           7.35           1.47         100.00          30.59
          39.67           7.35           1.47         100.00          30.59
          39.80           7.45           1.49         100.00           30.2
          39.93           7.45           1.49         100.00           30.2
          40.06           7.55           1.51         100.00           29.8
          40.18           7.65           1.53         100.00          29.41
          40.32           7.65           1.53         100.00          29.41
          40.45           7.75           1.55         100.00          29.02
          40.57           7.75           1.55         100.00          29.02
          40.70           7.84           1.57         100.00          28.63
          40.84           7.84           1.57         100.00          28.63
          40.98           7.94           1.59         100.00          28.24
          41.14           8.04           1.61         100.00          27.84
          41.28           8.14           1.63         100.00          27.45
          41.40           8.14           1.63         100.00          27.45
          41.53           8.24           1.65         100.00          27.06
          41.67           8.24           1.65         100.00          27.06
          41.81           8.33           1.67         100.00          26.67
          41.93           8.33           1.67         100.00          26.67
          42.07           8.43           1.69         100.00          26.27
          42.20           8.53           1.71         100.00          25.88
          42.32           8.53           1.71         100.00          25.88
          42.45           8.63           1.73         100.00          25.49
          42.57           8.63           1.73         100.00          25.49
          42.70           8.73           1.75         100.00           25.1
          42.82           8.82           1.76         100.00          24.71
          42.95           8.82           1.76         100.00          24.71
          43.07           8.92           1.78         100.00          24.31
          43.20           9.02            1.8         100.00          23.92
          43.32           9.02            1.8         100.00          23.92
          43.45           9.12           1.82         100.00          23.53
          43.57           9.12           1.82         100.00          23.53
          43.70           9.22           1.84         100.00          23.14
          43.82           9.31           1.86         100.00          22.75
          43.95           9.31           1.86         100.00          22.75
          44.07           9.41           1.88         100.00          22.35
          44.20           9.51            1.9         100.00          21.96
          44.32           9.51            1.9         100.00          21.96
          44.45           9.61           1.92         100.00          21.57
          44.57           9.61           1.92         100.00          21.57
          44.69           9.71           1.94         100.00          21.18
          44.82           9.71           1.94         100.00          21.18
          44.94           9.80           1.96         100.00          20.78
          45.07           9.90           1.98         100.00          20.39
          45.19           9.90           1.98         100.00          20.39
          45.32          10.00            2.0         100.00           20.0
          45.44          10.00            2.0         100.00           20.0
          45.57          10.10           2.02         100.00          19.61
          45.69          10.20           2.04         100.00          19.22
          45.82          10.20           2.04         100.00          19.22
          45.94          10.20           2.04         100.00          19.22
          46.07          10.29           2.06         100.00          18.82
          46.19          10.29           2.06         100.00          18.82
          46.32          10.39           2.08         100.00          18.43
          46.44          10.49            2.1         100.00          18.04
          46.57          10.49            2.1         100.00          18.04
          46.69          10.59           2.12         100.00          17.65
          46.83          10.59           2.12         100.00          17.65
          46.96          10.69           2.14         100.00          17.25
          47.08          10.78           2.16         100.00          16.86
          47.21          10.78           2.16         100.00          16.86
          47.33          10.88           2.18         100.00          16.47
          47.45          10.88           2.18         100.00          16.47
          47.58          10.98            2.2         100.00          16.08
          47.70          11.08           2.22         100.00          15.69
          47.84          11.08           2.22         100.00          15.69
          47.98          11.18           2.24         100.00          15.29
          48.13          11.18           2.24         100.00          15.29
          48.25          11.27           2.25         100.00           14.9
          48.39          11.37           2.27         100.00          14.51
          48.53          11.37           2.27         100.00          14.51
          48.66          11.47           2.29         100.00          14.12
          48.83          11.47           2.29         100.00          14.12
          48.95          11.57           2.31         100.00          13.73
          49.08          11.67           2.33         100.00          13.33
          49.22          11.76           2.35         100.00          12.94
          49.42          11.76           2.35         100.00          12.94
          49.55          11.86           2.37         100.00          12.55
          49.70          11.96           2.39         100.00          12.16
          49.84          11.96           2.39         100.00          12.16
          49.96          12.06           2.41         100.00          11.76
          50.09          12.16           2.43         100.00          11.37
          50.21          12.16           2.43         100.00          11.37
          50.34          12.25           2.45         100.00          10.98
          50.48          12.25           2.45         100.00          10.98
          50.62          12.35           2.47         100.00          10.59
          50.76          12.45           2.49         100.00           10.2
          50.90          12.45           2.49         100.00           10.2
          51.03          12.55           2.51         100.00            9.8
          51.17          12.55           2.51         100.00            9.8
          51.31          12.65           2.53         100.00           9.41
          51.45          12.65           2.53         100.00           9.41
          51.59          12.75           2.55         100.00           9.02
          51.71          12.84           2.57         100.00           8.63
          51.84          12.84           2.57         100.00           8.63
          51.96          12.94           2.59         100.00           8.24
          52.10          12.94           2.59         100.00           8.24
          52.23          13.04           2.61         100.00           7.84
          52.37          13.04           2.61         100.00           7.84
          52.51          13.14           2.63         100.00           7.45
          52.65          13.24           2.65         100.00           7.06
          52.77          13.33           2.67         100.00           6.67
          52.90          13.33           2.67         100.00           6.67
          53.02          13.43           2.69         100.00           6.27
          53.15          13.43           2.69         100.00           6.27
          53.27          13.53           2.71         100.00           5.88
          53.40          13.53           2.71         100.00           5.88
          53.54          13.63           2.73         100.00           5.49
          53.68          13.63           2.73         100.00           5.49
          53.80          13.73           2.75         100.00            5.1
          53.93          13.82           2.76         100.00           4.71
          54.05          13.82           2.76         100.00           4.71
          54.18          13.92           2.78         100.00           4.31
          54.30          14.02            2.8         100.00           3.92
          54.43          14.02            2.8         100.00           3.92
          54.55          14.12           2.82         100.00           3.53
          54.68          14.12           2.82         100.00           3.53
          54.80          14.22           2.84         100.00           3.14
          54.93          14.22           2.84         100.00           3.14
          55.05          14.31           2.86         100.00           2.75
          55.18          14.41           2.88         100.00           2.35
          55.30          14.41           2.88         100.00           2.35
          55.43          14.41           2.88         100.00           2.35
          55.55          14.51            2.9         100.00           1.96
          55.75          14.61           2.92         100.00           1.57
          55.88          14.71           2.94         100.00           1.18
          56.00          14.71           2.94         100.00           1.18
          56.13          14.71           2.94         100.00           1.18
          56.25          14.80           2.96         100.00           0.78
          56.38          14.80           2.96         100.00           0.78
          56.50          14.90           2.98         100.00           0.39
          56.63          14.90           2.98         100.00           0.39
          56.75          15.00            3.0         100.00            0.0
          56.88          15.10           3.02         100.00          -0.39
          57.00          15.10           3.02         100.00          -0.39
          57.13          15.20           3.04         100.00          -0.78
          57.25          15.20           3.04         100.00          -0.78
          57.38          15.29           3.06         100.00          -1.18
          57.52          15.29           3.06         100.00          -1.18
          57.64          15.39           3.08         100.00          -1.57
          57.77          15.39           3.08         100.00          -1.57
          57.89          15.49            3.1         100.00          -1.96
          58.05          15.49            3.1         100.00          -1.96
          58.17          15.59           3.12         100.00          -2.35
          58.31          15.69           3.14         100.00          -2.75
          58.45          15.69           3.14         100.00          -2.75
          58.58          15.69           3.14         100.00          -2.75
          58.70          15.78           3.16         100.00          -3.14
          58.83          15.88           3.18         100.00          -3.53
          58.97          15.88           3.18         100.00          -3.53
          59.09          15.98            3.2         100.00          -3.92
          59.23          15.98            3.2         100.00          -3.92
          59.36          16.08           3.22         100.00          -4.31
          59.50          16.18           3.24         100.00          -4.71
          59.64          16.27           3.25         100.00           -5.1
          59.84          16.27           3.25         100.00           -5.1
          59.96          16.37           3.27         100.00          -5.49
          60.11          16.37           3.27         100.00          -5.49
          60.25          16.47           3.29         100.00          -5.88
          60.39          16.57           3.31         100.00          -6.27
          60.53          16.57           3.31         100.00          -6.27
          60.65          16.57           3.31         100.00          -6.27
          60.78          16.67           3.33         100.00          -6.67
          60.90          16.67           3.33         100.00          -6.67
          61.03          16.76           3.35         100.00          -7.06
          61.17          16.86           3.37         100.00          -7.45
          61.29          16.96           3.39         100.00          -7.84
          61.43          16.96           3.39         100.00          -7.84
          61.56          16.96           3.39         100.00          -7.84
          61.68          17.06           3.41         100.00          -8.24
          61.80          17.06           3.41         100.00          -8.24
          61.95          17.16           3.43         100.00          -8.63
          62.09          17.25           3.45         100.00          -9.02
          62.21          17.25           3.45         100.00          -9.02
          62.34          17.25           3.45         100.00          -9.02
          62.49          17.35           3.47         100.00          -9.41
          62.62          17.45           3.49         100.00           -9.8
          62.76          17.55           3.51         100.00          -10.2
          62.90          17.55           3.51         100.00          -10.2
          63.04          17.65           3.53         100.00         -10.59
          63.16          17.65           3.53         100.00         -10.59
          63.30          17.65           3.53         100.00         -10.59
          63.45          17.75           3.55         100.00         -10.98
          63.57          17.84           3.57         100.00         -11.37
          63.71          17.94           3.59         100.00         -11.76
          63.84          17.94           3.59         100.00         -11.76
          63.96          18.04           3.61         100.00         -12.16
          64.09          18.04           3.61         100.00         -12.16
          64.21          18.04           3.61         100.00         -12.16
          64.35          18.14           3.63         100.00         -12.55
          64.49          18.14           3.63         100.00         -12.55
          64.61          18.24           3.65         100.00         -12.94
          64.77          18.33           3.67         100.00         -13.33
          64.89          18.43           3.69         100.00         -13.73
          65.02          18.43           3.69         100.00         -13.73
          65.16          18.53           3.71         100.00         -14.12
          65.30          18.53           3.71         100.00         -14.12
          65.43          18.63           3.73         100.00         -14.51
          65.57          18.63           3.73         100.00         -14.51
          65.71          18.73           3.75         100.00          -14.9
          65.85          18.82           3.76         100.00         -15.29
          65.99          18.82           3.76         100.00         -15.29
          66.11          18.92           3.78         100.00         -15.69
          66.24          18.92           3.78         100.00         -15.69
          66.36          19.02            3.8         100.00         -16.08
          66.48          19.02            3.8         100.00         -16.08
          66.61          19.12           3.82         100.00         -16.47
          66.73          19.22           3.84         100.00         -16.86
          66.86          19.31           3.86         100.00         -17.25
          66.98          19.31           3.86         100.00         -17.25
          67.11          19.41           3.88         100.00         -17.65
          67.23          19.41           3.88         100.00         -17.65
          67.36          19.41           3.88         100.00         -17.65
          67.48          19.51            3.9         100.00         -18.04
          67.61          19.61           3.92         100.00         -18.43
          67.73          19.61           3.92         100.00         -18.43
          67.86          19.71           3.94         100.00         -18.82
          67.98          19.80           3.96         100.00         -19.22
          68.11          19.80           3.96         100.00         -19.22
          68.23          19.80           3.96         100.00         -19.22
          68.36          19.80           3.96         100.00         -19.22
          68.48          19.90           3.98         100.00         -19.61
          68.61          20.00            4.0           0.00          -20.0
          68.75          20.10           4.02           0.00         -20.39
          68.88          20.10           4.02           0.00         -20.39
          69.00          20.10           4.02           0.00         -20.39
          69.13          20.10           4.02           0.00         -20.39
          69.25          20.20           4.04           0.00         -20.78
          69.37          20.20           4.04           0.00         -20.78
          69.50          20.20           4.04           0.00         -20.78
          69.62          20.20           4.04           0.00         -20.78
          69.75          20.20           4.04           0.00         -20.78
          69.87          20.20           4.04           0.00         -20.78
          70.00          20.20           4.04           0.00         -20.78
          70.12          20.20           4.04           0.00         -20.78
          70.25          20.20           4.04           0.00         -20.78
          70.37          20.20           4.04           0.00         -20.78
          70.50          20.20           4.04           0.00         -20.78
          70.62          20.20           4.04           0.00         -20.78
          70.75          20.20           4.04           0.00         -20.78
          70.87          20.20           4.04           0.00         -20.78
          71.00          20.20           4.04           0.00         -20.78
          71.12          20.10           4.02           0.00         -20.39
          71.26          20.10           4.02           0.00         -20.39
          71.39          20.10           4.02           0.00         -20.39
          71.51          20.10           4.02           0.00         -20.39
          71.63          20.00            4.0           0.00          -20.0
          71.76          20.00            4.0           0.00          -20.0
          71.88          20.00            4.0           0.00          -20.0
          72.01          20.00            4.0           0.00          -20.0
          72.13          20.00            4.0           0.00          -20.0
          72.26          19.90           3.98           0.00         -19.61
          72.38          19.90           3.98           0.00         -19.61
          72.52          19.90           3.98           0.00         -19.61
          72.65          19.90           3.98           0.00         -19.61
          72.77          19.90           3.98           0.00         -19.61
          72.90          19.80           3.96           0.00         -19.22
          73.02          19.80           3.96           0.00         -19.22
          73.15          19.80           3.96           0.00         -19.22
          73.27          19.80           3.96           0.00         -19.22
          73.40          19.80           3.96           0.00         -19.22
          73.52          19.71           3.94           0.00         -18.82
          73.65          19.71           3.94           0.00         -18.82
          73.77          19.71           3.94           0.00         -18.82
          73.89          19.71           3.94           0.00         -18.82
          74.02          19.71           3.94           0.00         -18.82
          74.14          19.71           3.94           0.00         -18.82
          74.27          19.61           3.92           0.00         -18.43
          74.39          19.61           3.92           0.00         -18.43
          74.52          19.61           3.92           0.00         -18.43
          74.64          19.61           3.92           0.00         -18.43
          74.77          19.61           3.92           0.00         -18.43
          74.89          19.51            3.9           0.00         -18.04
          75.02          19.51            3.9           0.00         -18.04
          75.14          19.51            3.9           0.00         -18.04
          75.27          19.51            3.9           0.00         -18.04
          75.39          19.51            3.9           0.00         -18.04
          75.52          19.41           3.88           0.00         -17.65
          75.64          19.41           3.88           0.00         -17.65
          75.77          19.41           3.88           0.00         -17.65
          75.89          19.41           3.88           0.00         -17.65
          76.02          19.31           3.86           0.00         -17.25
          76.14          19.31           3.86           0.00         -17.25
          76.27          19.31           3.86           0.00         -17.25
          76.39          19.31           3.86           0.00         -17.25
          76.52          19.22           3.84           0.00         -16.86
          76.64          19.22           3.84           0.00         -16.86
          76.77          19.22           3.84           0.00         -16.86
          76.89          19.22           3.84           0.00         -16.86
          77.02          19.12           3.82           0.00         -16.47
          77.14          19.12           3.82           0.00         -16.47
          77.27          19.12           3.82           0.00         -16.47
          77.39          19.12           3.82           0.00         -16.47
          77.52          19.12           3.82           0.00         -16.47
          77.64          19.02            3.8           0.00         -16.08
          77.77          19.02            3.8           0.00         -16.08
          77.89          19.02            3.8           0.00         -16.08
          78.02          19.02            3.8           0.00         -16.08
          78.14          19.02            3.8           0.00         -16.08
          78.27          18.92           3.78           0.00         -15.69
          78.39          18.92           3.78           0.00         -15.69
          78.52          18.92           3.78           0.00         -15.69
          78.64          18.92           3.78           0.00         -15.69
          78.77          18.82           3.76           0.00         -15.29
          78.89          18.82           3.76           0.00         -15.29
          79.01          18.82           3.76           0.00         -15.29
          79.14          18.82           3.76           0.00         -15.29
          79.26          18.82           3.76           0.00         -15.29
          79.39          18.73           3.75           0.00          -14.9
          79.53          18.73           3.75           0.00          -14.9
          79.65          18.73           3.75           0.00          -14.9
          79.78          18.73           3.75           0.00          -14.9
          79.90          18.63           3.73           0.00         -14.51
          80.04          18.63           3.73           0.00         -14.51
